title	address	city	theme	introduce	traffic_guide	open_time	ticket_information	ticket_price	ticket_total	ticket_surplus	stars
巴马	 广西·河池 广西壮族自治区河池市巴马 	河池	NA	"在巴马这块神秘的土地上，独特的旅游资源十分丰富，巴马寿乡探秘游和红色旅游已列为广西十大旅游精品线路之一，境内有桃花源般令人难以忘怀的盘阳河秀丽风光，有被英国皇家探险队八七年宣布称之为天下第一洞的“百魔洞”、有令人如梦如幻般经历三昼夜的“祈寿宫（百鸟岩）"" 水上溶洞，地下水晶般的艺术宫殿“水晶宫”让人一步一叹；还有美如西湖的赐福湖风光、弄友原始森林、龙洪田园风光、西山弄友原始森林、弄友天然八卦、大洛江洲地下长廊、水晶宫脚下让人为之震撼的“长命河”、好龙天坑、交乐天坑、好和响水天坑自然景观及东山瑶族风情等旅游资源。
"	NA	NA	NA	NA	397	397	4
宜州金浪湾	 广西·河池  	河池	NA	"金浪湾旅游景区位于宜州市西北部，距市区约50公里,地处龙头乡和德胜镇与河池市金城江区结合部,规划面积约90平方公里,水道长约20公里。景区内山清水秀、鸟语花香、谷幽鱼肥，有碧波荡漾、撩人心动的情人湾,形如骆驼而又会摇身变为一头雄狮的骆驼湾，惟妙惟肖的壮锦湾以及情意缠绵的女儿湖等景点令您抚思遐想,引领您走进自然亲近自然。"		NA	NA	NA	365	365	5
河池小三峡景区	 广西·河池 广西壮族自治河池市小三峡景区 	河池	森林 峡谷	"河池小三峡风景区位于河池市金城江区西北部23公里处，地处河池市金城江区六甲镇，由天门峡、凉风峡、龙门峡和漓江田园风光等组成，是我国典型的石灰岩喀斯特峡谷。
景区内山峰兀立、绝壁斧削、钟乳倒悬、古藤挂天、曲径通幽，江面一尘不染，水天一色，峡比长江三峡险峻，水比桂林漓江深幽，其中的“江回秀峰、长城遗恨、雄狮盼日、天泉飞瀑、金龟探月、美女出浴、玉兔下凡、蝙蝠展翅、莫一神像、漓江风情”……不一而足、神韵天成。
景区景色至臻至美自然天成，民风淳朴，民族村寨保存自然完整，森林植被完整，生态环境保护良好。拥有典型的喀斯特地貌景观、曲折蜿蜒的龙江河道、原生态探险游的桫椤谷、秀丽优美的田园风光、民风淳朴自然完整的民族村寨以及近460米的水上悬崖观光栈道。
景区景观资源类型多样、品位高、融自然景观与人文景观于一体，是观光旅游、体验民俗风情和休闲度假的理想之处。此外，风景区位特征良好，具有良好的生态环境和优美的自然风光、气候宜人、旅游舒适期长，是避暑度假的良好场所。
景区内生态探险游野蕉岭具有“九谷十八弯”的奇特风光，恐龙时代的“活化石”——桫椤便杂生其中，形成群落。稀有罕见的植被、鬼斧神工的幽静峡谷、播撒 “人间太阳”的水电厂房，给人无尽遐想，整个景区内山峻、石美、峡幽、洞奇、水秀、令人留连忘返，被誉为壮乡第一幽谷、南国第一峡。

"	自驾：G322--朝河池/百色方向（右转）--二塘互通入口--南宁绕城高速公路--朝河池/贵州/G75方向（右转）--兰海高速公路--都安互通立交桥（左转）--G050（右转）--G210（左转）--Y346--高功村--终点。	9:00—17:00 	"       欣欣成人门票价：70元起（省10元）；
特惠政策：
A.免费政策：儿童1.2米以下（含1.2米）免票；军残证免票。80岁以上老人持老人证或身份证免票。
B.优惠政策：1.2—1.4米之间的儿童购半票40元/人；残疾人凭残疾证购半票40元/人；60岁-80岁以上老人持老人证购半票40元/人；军人、学生凭有效证件购优惠票60元/人。（上述优惠政策，需到景区自行购买） "		324	324	4
河池凤山三门海	 广西·河池  	河池	NA	凤山三门海旅游景区是目前世界洞穴协会确认为世界上唯一的水游天坑的景区，是一个自然景观、长寿文化和革命历史遗存融为一体的我区旅游具备国际级品位的旅游景区。三门海天窗群规模最大、景观最奇特壮丽。这里发育有七个岩溶天窗（天坑），并以坡心地下河出口洞段形成的数平方公里面积的明湖和暗湖串在一起，目前有三个天窗由自然通道可乘船入内，使人感觉到山中有海、海上有门的神秘的感觉，“三门海”因此而得名。		NA	NA	NA	385	385	4
河池南丹温泉	 广西·河池 南丹县城南面12公里出处 	河池	温泉 疗养	"南丹温泉位于县城南面12公里出处，70年代初探矿发现，流量达90吨/小时，水质清澈透明、软滑柔顺，恒温53度，含有硫、锢、铁、铜、锶、锰、锌、硼、氟 、锂等对人体有益元素，具有较强润肤保健作用，对风湿病、皮肤病、神经性骨病、消化道等多种疾病均有特殊的疗效功能。以“源于自然的休闲空间”为理念，温泉公园划分为：贵宾区、特色浴身区、大众迎宾区、快活林食府等，其间还设计有温泉大泳池、家庭绿池、瑶家百草池、人参浴池、古方药池、洞穴温泉和地热板等多种健身浴池。 都说广西的温泉能够让人欢愉忘情，明代著名的大旅行家徐霞客游览广西陆川温泉后，即兴挥毫写下了著名的《咏温泉》，从此使得广西的温泉闻名遐迩，八桂大地星罗棋布的数十个温泉，让人游走其间，沉醉迷恋，欢愉忘情、不舍归去。天上人间的温柔乡—龙胜温泉、梦幻之泉—贺州温泉、中南第一泉—象州县温泉、温泉浴日—陆川县温泉，无一不让人心旷神怡。
"		11:00—24:00 	"       欣欣价-南丹温泉（桃园/梨园/杏园/杉园四选一）：320元起（省20元）；
欣欣价-南丹温泉（梅园/榕园/竹园/兰园四选一)：480元起（省40元）；
欣欣价-南丹温泉（李园）：550元起（省50元）；
温馨提示：预订门票为一个泡池价格，李园可容纳10人；梅园、榕园、竹园、兰园可容纳5-8人；桃园、梨园、杏园、彬园可容纳3-5人，时间约2小时。 "		399	399	2
河池天生桥	 广西·河池 广西-河池 	河池	NA	凤山江洲仙人桥位于广西河池市凤山县城西南26公里的江洲乡凤平村附近，桥长118米，宽76米，中部高58米		NA	NA	NA	365	365	5
宜州仙女岩	 广西·河池 宜州岩口村 	河池	NA	位于城区西南9公里的岩口村后，古称观岩。岩中有“仙女临浴”景。岩道纵横曲折幽深，全程1000多米，岩前有潭水一泓，碧绿清澈，与岩内地下河相通。潭外有参天古榕，荫蔽水潭。岩口外部绝壁数丈。游人可沿岸道拾级探胜，亦可泛舟入岩浏览。洞中有洞，上可通青龙山腰，后可通白虎山。 　　岩前旧有西原太子庙，纪念唐代苏仕评父子。今庙己毁，古碑仍存。左为凤凰岭；有清代提督统领杨安隆墓。岩口村有清进士汤廷诏祖屋，代表一方建筑之特点。1988年，仙女岩附近的岩口和马驷两个自然屯的农民自发集资10万元进一步开发仙女岩。1996年9月，电视连续剧《刘三姐》曾在此拍摄。		NA	NA	NA	391	391	2
宜州古龙河漂流	 广西·河池  	河池	NA	位于江河中段，北起祥贝乡古龙圩，南至下枧龙洲岛，古称思吾溪，全程10公里。古龙圩后山有古龙洞，洞口宽7米，高5米，有钟乳一丛酷似古榕挺立。洞内有数个大厅，有一通天洞。全洞长数千米，景观奇幻。沿河撑漂流，河岸有皇冠山、义马柱、古佛朝西、龙女岩、鸳鸯洞、六妹岩等景点。龙女岩一年四季清洌泉水缓缓淌出，洞口宽敞，高15余米，宽20米，泛筏进入10余米处而处，可观泉眼。严冬季节，此泉暖气袭人，常有阵阵雾气逸出，当地村民常到此洗浴。顺流而下，漂下金波跃鲤坝滩100余米，即可穿入鸳鸯洞，洞深处有天然瀑布，时有游鱼嬉戏。		NA	NA	NA	332	332	4
宜州古城峒	 广西·河池 宜州市城北郊3公里的木棉村 	河池	NA	位于宜州市城北郊3公里的木棉村后，1255年建造。此处群山环绕，皆峭壁悬崖，四面如铁，内可容万灶，外可扼咽喉，牢不可破，险不可夷，故号“铁城”，后称古城峒。 　　古城峒分内城和外城，内城墙东西两端对峙的两山崖壁上各刻有一碑，东面山崖是《铁城记》，碑高300厘米，宽 195厘米，刻于筑城的当年，该碑主要是记载建筑铁城的经过；西面山崖是《铁城颂》，碑高359厘米，宽230厘米，刻于铁城竣工后的次年三月，系地方人为歌颂云拱筑城的功绩而作。东面山腰有一洞，洞门上刻“紫霞洞府”四个大字，还有金银岩、凉风洞和“飞泉石井”。从外古城往东为马安村，莫马安山东麓建有“歌仙庙”，庙后山腰有明代参将威振的赞景诗生根石刻碑。		NA	NA	NA	321	321	3
宜州壮古佬风景区	 广西·河池  	河池	NA	"壮古佬风景区位于宜州市北部刘三姐乡的马山塘屯，至市区水陆距离12公里，陆路5公里，交通极为便利。景区占地16公顷，原生态环境保护良好，自然古朴。前襟碧玉青罗般的下枧河，后依古木葱笼的马山。沿环山步道拾级而上，登高望远，村寨、农舍、田庄、青峰、碧涧、流岚佳境俱全，宛若仙境的下涧河风光尽收眼底！壮古佬景区现已建有景区码头,对歌台、壮古佬寨门、厚兰桥、会景亭、表演场、观景长廊、歌王楼等别具风格的民族传统建筑。聚景阁内收集着宜州所有的美景，在这里你可以对宜州文化、风土人情有进一步的了解；歌王楼里展示了广西历年来的歌王简介，让歌王与游客更亲密的接触；在歌王楼里展示了广西山歌第一奇景------十六块山歌碑刻，十六块碑刻收集了宜州山歌精品；时政歌、劳作山歌、礼仪山歌、情趣山歌等等应有尽有，这里是山歌的海洋，这里是山歌的故乡，到了这里让你真正你体会到“你歌那有我歌多，我有十万八千萝。”让你对宜州山歌有一个更新的认识。表演场将向游人展示壮乡赶歌圩、考歌王、舂糍粑、打蔑球、打磨秋、扁担舞、拔萝卜等参与性极强的传统民俗活动；晚上还可以为游客提供篝火晚会，以壮家的小伙子姑娘们载歌载舞，在厚兰桥、会景亭观看下涧河畔的夜景，看着河面上停泊的渔家小船，灯光点点，蟋蟀在草地鸣叫，微风轻轻地吹着两岸的翠竹，我们远离了城市的喧嚣，忘却了所有的烦恼。壮古佬还是休闲度假的好去处，景区里保存着典型的壮家三合院，泥墙土瓦，冬暖夏凉。"		NA	NA	NA	341	341	2
巴马盘阳河	 广西·河池 巴马县西北18公里处 	河池	NA	"盘阳河源于广西河池市凤山县，经巴马瑶族自治县后，在大化瑶族自治县岩滩汇入红水河。全长145公里，巴马境内60公里。它的中段正好流经巴马盘阳村，故名“盘阳河”.盘阳河两岸峰峦奇峻，田畴似锦，河谷如画。巴马的长寿老人大多都住在盘阳河畔，那里的壮村瑶寨常可见到许多百岁兄弟、百岁夫妻、百岁姐妹等。故盘阳河是真真正正的世界长寿之河。巴马百岁以上的老人，占了全县人口万分之三点零八，列全国第一位，居世界前列，是继前苏联的高加索、巴基斯坦的罕萨、厄瓜多尔的比尔卡班和中国新疆的南疆之后的第5个长寿之乡.盘阳河风景区也叫长寿河风景区，源于凤山县桥音乡，流经凤山水源洞，穿行于巴马县甲纂乡境内百魔洞、百鸟岩最后一个出口注入赐福湖。盘阳河经过长期流水冲蚀，形成了深谷、溶洞、暗河、瀑布等多美多姿的自然风光。
盘阳河流域不仅是壮、瑶民族聚居地带，也是一条长寿带。两岸不仅山青水绿，风光明媚秀丽，而且河水水质良好，富有对人体健康长寿的矿物质和微量元素。因而这一带生活着众多的古稀、期颐老人，其人数密度和长寿环境为世上少有。沿河主要景点有江洲仙人桥、水泥洞、兴仁瀑布、百魔洞、百鸟岩、巴盘长寿村、弄龙天然八卦图、龙洪双狮、赐福疗养度假村、睡美人、赐福湖等等 ，而且沿河盛长这壮族人民敬称的英雄树——木棉树。每逢阳春时节，木棉花迎天怒放，满树火红，美不胜收。那里无愧为开展长寿之乡观光考察和长寿养身度假旅游的理想之地。
"	南宁（西乡塘客运中心、安吉客运站）乘车赴巴马（4.5小时）国道	NA	NA	NA	359	359	4
大化七百弄国家地质公园	 广西·河池 广西省河池市大化县七百弄乡七百弄国家地质公园 	河池	峡谷 洞穴	"七百弄国家地质公园空间结构合理，功能体系完善，产品特色鲜明，是普及地球科学知识、开展科学研究和科普教育的重要基地，是令人向往的国家3A级旅游景区。
主要地质遗迹为高峰丛深洼 地，次要地质遗迹为岩溶谷地、峡谷、洞穴、地下暗河、地质剖面和水体景观等，划分为千山万弄观景台、板兰峡谷景区、石国天都景区、十里幽谷。
景区面积323.4平 方公里。该地质公园是世界上发育最好最典型的高峰丛深洼地地区，是西南岩溶地貌的典型代表，它形成的山海奇观、斗淋等景观，规模宏大，极具观赏价值，是国 内外罕见的喀斯特地貌。
"	金城江火车站-新建路-西环路-乾宵路- G323-都安互通-安阳大道-七百弄国家地质公园	24小时 	"       欣欣门票价：70元起（省20元）。
特惠政策：
A.免票政策：儿童身高1.2米以下免票，军人凭军官证免票。
B.优惠政策：儿童身高1.2米-1.4米之间购景区优惠票，老人60岁以上持身份证购景区优惠票，教师凭教师资格证（指在教师节当天）购买景区优惠票（上述优惠政策，请到景区自行购买）。 "		367	367	5
