title	address	city	theme	introduce	traffic_guide	open_time	ticket_information	ticket_price	ticket_total	ticket_surplus	stars
南宁小连城	 广西·南宁 广西南宁 	南宁	NA	"在凭祥市友谊乡连全村连城屯，也有称为""小连城""，清将苏元春督办广西边防时修建的军事指挥部。山峦环绕，形势险要，依山筑城，把群山联成一体。高山建炮台，城周设栅闸，前闸辟练兵场，建演武台、庆祝宫、兵营、关帝庙和衙署。后间设军械局、火药库、军碾。白玉洞建楼阁，为指挥部办公迎客之处。昔日边防指挥中心、城廓依然，炮台屹立，衙署风貌犹存。苏元春书刻“连城天险”、“明月与天分一半”、“修破灵岩”、“仙骨佛心”、以及“养心处”、龙、虎、福、禄、寿等摩崖石刻历历在目。"		NA	NA	NA	319	319	2
南宁方特东盟神画乐园	 广西·南宁 南宁市青秀区青环路66号 	南宁	NA	"南宁方特东盟神画共包含43个大型室内外主题游乐项目，10国主题室内项目直接选取东盟各国的传统历史IP和民间传说，打造出了一个个具有丰富感染力和故事性的主题游乐项目，让东盟故事走近中国游客。
同时在游玩过程中，还能感受精彩纷呈的娱乐演出秀，欣赏充满异国风情的特色建筑，品尝丰富多样的可口美食。
游玩项目
【室内项目】伴你飞翔
悬挂式飞翔影院，VRSoaring项目体验，项目使用巨大的半球形银幕、灵巧的悬挂式座椅，配合宏大的电影画面，呈现出全包围式虚拟环境，您可以飞越泰国大皇宫的塔尖，穿越马尼拉大教堂、划过湄南河的河畔、贯穿婆罗摩火山，游历于十国壮美的自然风光之中，体验凌空飞行的真实感受。
【室内项目】走进吴哥
超级巨幕影院，项目将以超大弧形巨幕来展现东方四大奇迹之一的吴哥窟，全方位剖析展示吴哥建筑群巧夺天工的雕刻，将带领您穿越时间的长河领略吴哥王朝的盛世辉煌，踏寻古代高棉人民的足迹，探访神奇的吴哥遗迹，感受一场视觉盛宴。
【娱乐演出】万塔之城
魔方幻影剧场，将虚景与真人表演完美演绎，您穿越缅甸千年历史，跟随复苏的智者，欣赏蒲甘佛塔日出和瑞西宫佛塔的美景，亲眼目睹历史上伟大的君王以及缅甸人民建造的宏伟建筑，将缅甸的辉煌历史呈现在您的面前。
【室内项目】马尼拉 马尼拉
旋转环境4D剧场，以菲律宾国鸟及独有的动物——菲律宾鹰及眼镜猴的旅程为主线，与他们一起畅游菲律宾，探索菲律宾独特的自然及人文景观，突出展现菲律宾绚丽缤纷的节庆文化，感受菲律宾热情洋溢的文化风情。
【室内项目】寻找鱼尾狮
极限动感剧场，以寻找鱼尾狮作为故事主线，带您穿行在新加坡现代化的城市中；您将在包裹式的巨大球幕内，乘坐动感座椅进行极限飞行，快速穿梭穿行圣淘沙岛、滨海湾艺术中心、金沙酒店、维多利亚剧院等经典地标建筑，感受自然与科技融合的都市风采，以全新的视角见证新加坡的成长历程，感受魅力狮城的活力与腾飞。
"	NA	NA	NA	NA	358	358	3
凤岭摩天轮	 广西·南宁 广西省南宁市云景路25号 	南宁	游乐场	"摩天轮座舱为全封闭装置，底座设6个座位，上半部为通透式顶盖。所有座舱均配备空调、皮沙发座椅和背景音乐。
摩天轮运转一圈约需20分钟，随着座舱慢慢地往上转，南宁城市繁华尽收眼底，将带给你不一样的游乐感受。
"	"自驾：南宁站-长湖路-中华路-园湖北路-东葛路-长湖路-月湾路-凤岭儿童公园
公交：乘坐37路、98路可直达"	10:00-21:30 	     50元起 	10	311	311	3
龙门水都	 广西·南宁 广西南宁市西乡塘区振兴路 	南宁	NA	"位于南宁市西北，高新区外环高速旁。这里风光秀美，四季树木常青，终年花香四溢，群山环抱，森林密布，沟涧纵横，山泉潺潺不息，负氧离子达到了每立方厘米空气中有三万到六万个，景点设有八桂状元林、药王谷、风雨长廊、桂学园、九龙献瑞、游船观光、山洞客房、水上雅苑、龙门客栈等项目；以及配备会议活动设施和专业体贴的一站式会议管家服务的会议中心，此外还有纯正温泉、山泉药浴、SPA水疗、儿童戏水、休闲泳池、娱乐中心等康体娱乐设施，集娱乐休闲、历史文化、自然风光、商务会议、健身活动、科普教育、特色餐饮于一体的大型旅游度假圣地。鲤鱼湾温泉，城市转角的一抹绿韵，精心雕琢后，处处透出贵族的气息。来自地下深处的温泉，是大自然赐予的珍贵资源，为了满足不同的需求，我们独具匠心地秘制各种药浴汤池，并辅以各类保健养生spa.山水之间，轻盈松弛的心境不由得让人浮想联翩。在这里，你会想到欧美风情的梦幻庄园，想到陶渊明笔下的世外桃源，想到童年梦中的游乐园。当你爱上这里，你会发现时间是可以“浪费”在，美好事物上面。
"	NA	NA	NA	NA	377	377	2
花雨湖生态休闲旅游区	 广西·南宁 广西南宁市青秀区南阳镇施厚村平沙坡南草樟水库 	南宁	NA	"南宁花雨湖生态休闲旅游区位于青秀区南阳镇，国家AAA级景区，以南阳镇草樟水库为中心，旅游区总面积5000亩（其中水域面积400亩），幅员较广阔；南临S101省道，东距离南阳镇4km，距离南柳高速伶俐出口12km，西距南宁市五象新区仅38km，交通十分便利，区位条件优越。
"	NA	NA	NA	NA	399	399	4
石门仙湖	 广西·南宁 广西省壮族自治区柳州市融安县大良镇石门村仙湖景区 	南宁	NA	"石门仙湖景区是柳州市十大精品旅游线路之一，景区总面积5000公顷，属于原生态景区，自然形成了暗河、天坑、瀑布、奇岩百洞、碧潭幽谷等独特的天然景点。年平均气温22.1℃，空气负氧离子含量高达68556个／立方厘米，森林覆盖率高达96％，水里有中国四大名鱼之一，细嫩透明，色泽如银的银鱼，丛林里有世界上神秘的鸟类‐海南虎斑鳽。景区内山体雄奇秀美，地下河千万年的冲刷，形成了该地奇特的地貌：一山穿三洞的上中下天桥（翼王石达开屯兵遗址），连接上中下天坑的地下暗河，有溶洞阁楼之称的里岩（古溶洞居民遗址—清流团寨），世界奇观——定时喷涌的狗仔泷（泉），门扇门洞浑然天成的天门洞。古人遗留下大量的摩崖石刻（融安县摩崖石刻重点保护单位），南峰书院遗址，太平天国翼王石达开屯兵遗址等等人文景观更是为景区沉淀了丰厚的文化底蕴。
"	NA	NA	NA	NA	326	326	2
南宁市凤岭	 广西·南宁 广西南宁市青秀区云景路25号凤岭儿童公园内 	南宁	NA		NA	NA	NA	NA	399	399	4
南宁扬美古镇	 广西·南宁 南宁江南区 	南宁	古镇 民居	扬美古镇始建于宋代，繁荣于明末清初，以古镇、老街、碧水、金滩、奇石、怪树著称，也是辛亥革命党人黄兴、梁烈亚进行革命活动的根据地。现有700余栋明清建筑。经过国内知名专家策划论证，扬美古镇是南宁市保存较好的珍贵的历史文化遗产。至今保留着较为完整的景点有：清代一条街、明代民居、魁星楼、黄氏庄园、古埠码头等，走进这些人文景观，使人顿生历史沧桑之感，扬美江滩以及周围的左江亦风景如画，扬美八景久负盛名：青坡怀古、剑插清泉、滩松相呼、雷峰积翠、亭对江流、金沙月夜、龙潭夕影、阁望云霞等美不胜收。扬美古镇民风古朴，夜不闭户，路不拾遗，保存完好的古碑记载着祖先的文明公约。扬美风光吸引了大批文化工作着。《邓小平在广西》、《杜鹃声声》、《石达开》、《血溅鸳鸯》、《豪门寡妇》等电影、电视剧都曾以扬美风光和人文景观作为拍摄外景。紧邻扬美古镇的下楞、智信等地也有许多亭台楼阁、骑楼建筑及丰富的生态旅游资源。	"从2015年5月1日起，“南宁——扬美(杨美)”旅游专线车始发地址已由原南宁市华强路198号搬迁至南宁市大学东路53号大学城旅游集散地（大学鲁班路口—— “货运西站”旁）。
途径公交：4、24、33、34、35、46、58、66、76、88、91、204、207、222、604、605、707、804路，至大学鲁班路口或大学心圩江桥站点下车。
南宁至扬美发车时间08:30—18:00，每50分钟一班。节假日人满即发车。（扬美至南宁末班车为16:30）"	08:30--18:00 	"       10元。
A.免票政策：儿童身高1.2米以下、在役军人凭军官证免费，教师节当天教师凭有效证件免费。
B.优惠政策：儿童身高1.2—1.4米、70周岁以上老人持身份证购景区优惠票 "		381	381	4
南宁青秀山	 广西·南宁 广西南宁青山路19号 	南宁	NA	常年苍翠的青秀山风景区是南宁市最著名的风景区，位于南宁市东南方向约10公里，俗称青山。由青山岭、凤凰岭等18座大小岭组成，总面积4.07平方公里，其中水面面积14667平方米，绿地面积25000平方米，主峰海拔289米。景区内山峦起伏，群峰叠翠，泉清石奇，素以山不高而秀，水不深而清著称。建有热带雨林大观、棕榈园、水月庵、龙象塔、泰国园、瑶池、天池等景点以及世界上最大的苏铁园。现存明清时期的古迹和名人文士的题吟颇丰，是游客观光旅游、寻古探幽的好去处。山上还建有观光缆车，可一饱湖光山色，被评为广西十佳景区之一。	"1、在市内搭乘10路、34路、环城一线、环城二线公交车。
2、市中心朝阳广场搭乘前往青秀山的旅游专线车。"	NA	NA	NA	301	301	3
南宁嘉和城温泉谷	 广西·南宁 广西省南宁市南梧大道嘉和城内 	南宁	温泉	"嘉和城温泉谷位于南宁市南梧大道嘉和城内,车从南宁国际会展中心出发,行驶13公里便能到达。温泉谷还连接着国际锦标级18洞的嘉和城温泉高尔夫球场,是集多国风情的温泉休闲疗养、水上乐园、温泉SPA 、餐饮、康体为一体的大型复合温泉休闲中心。这里的温泉水源自1300米深处的寒武系地层,经过12000多年的深沉蕴藏,水质清澈透明,含有偏硅酸、硫化氢、二氧化碳、钠、钾、锶等40多种微量元素和矿物盐,是优质偏硅酸医疗型热矿泉。 嘉和城温泉谷的温泉休闲中心包括风情六国泡浴区、玛雅水世界、活力SPA等,我们最先体验的就是六国风情泡浴。在最具民族特色、文化氛围最浓厚的千年华夏区,六神汤、美肤亲亲鱼、石板浴疗等十余种中医药浴、推拿按摩的传统精髓让人舒服的不愿离去；在芬兰区内,“千岛之国”的桑那木屋、户外冰湖、高温泡浴的特色设施带给我们“冰火两重天”的美妙冷热两极；而神秘美丽约旦的典型盐浴,风情土耳其的肚脐石浴,一海之隔的东瀛竹泉浴、红酒浴,泰式特色的菩提泉浴等等,无一不让人感到惊喜和浪漫。可惜我们忙于体验不同风情的泡浴,居然错过了精彩的玛雅水上表演,着实感到遗憾。 泡罢风情温泉,不妨在水岸食舫享用包罗万象的中式餐饮,尝尝特色的药膳食疗。如果你喜欢享受私密的空间,也可以选择独立空间设计的豪华雅苑,星级酒店的服务和标准的酒店设施一定能让你获得满意的温泉之旅。 推荐理由：迥异的六国风情泡浴,神秘的玛雅水上表演,精彩不容错过。"			     电话咨询 		334	334	2
南宁市八桂田园景区	 广西·南宁 广西南宁市大学路(原西乡搪路)48号 	南宁	红色旅游	"八桂田园—广西现代农业技术展示中心于1999年3月由广西农业厅利用广西农业职业技术学院实习农场开始创办，由广西八桂农业科技有限公司承建。园区围绕“现代农业展示；新品种、新技术、新成果应用推广；农业科普技术培训；农业产业化经营和观光旅游农业”五大功能进行建设经营，是“全国农业科普示范基地”、 “全国农村科普示范基地”、“广西无公害蔬菜生产基地”、“广西青少年科普教育基地”和“广西农业职业技术学院教学基地”，是目前国内同类园区中功能全、投资少、效果好、科技含量高、辐射力强并颇具地方特色的现代农业示范园；同时，八桂田园依托其工厂化农业设施的产业优势，以通过在全区范围内建立产业基地及无公害农产品连锁经营点，努力打造广西蔬菜产业龙头。 在社会品牌推广上，“广西现代农业技术展示中心”在建设和经营过程中，得到各有关领导的大力支持和认可，现已作为广西现代农业建设的对外窗口，取得了巨大的社会效应。来园视察的国家领导人包括中共中央总书记、国家主席胡锦涛同志；国外有莱索托国家首相、瓦努阿图国家总理、越南副总理、老挝副总理等领导人。
八桂田园看点
元首林
包括越南、柬埔寨、老挝、缅甸、莱索托、斐济、布隆迪等十多个国家的元首在此种下了象征友谊的桂花树。
百花宫
框架为热镀锌钢材及铝材，覆盖物为玻璃。肩高4m，顶高5.0 m，外遮阳高5.5m；每栋跨度9.6m，六连跨；棚长45 m；面积2592㎡。设有电动（可实现手动和自动）顶开窗、外遮阳及水帘和风机，此外，还设有外顶喷和内喷雾增湿降温系统。
目前，其内进行高、中档次花卉栽培及花卉穴盘育苗。
玻璃观赏温室
观赏温室面积2851.2㎡，跨 度10.8米，肩高4米，顶高4.87米；装 有水帘风机、外遮阳控制温光；顶部覆盖Pc中空板，四周为玻璃。
室内设计成迷宫式，布局有图文展示区，奇瓜异果示范区，砂培区，水生动植物区，水耕栽培区，农家景点区，山地作物区等，是集生产、观赏、休闲为一体的景点设施。
"	在南宁朝阳广场坐4路或西乡塘专线车在西乡塘市场站下或者到南宁后可乘坐公交车到八桂田园，站点为西乡塘市场站，下车后您可根据路边的指示牌进入八桂田园。途经公交车有：4路，43路， 54路，55路， 58路，66路，76路，204路，222路，604路， 605路，804路，城环1路，环城2路，西乡塘专线，西乡塘专线大站快车。	全天 	     10元，有学生证的可以优惠 		329	329	2
